i,j,vm_mrs,mem_mrs,backoff_mrs
51,31,49985,44,0
100,58,37415,9,0
51,19,422735,92,391
37,35,86543,17,909
100,74,45838,7,0
26,19,451754,78,586
49,43,281504,55,295
42,33,46443,9,0
86,68,494135,88,1260
69,27,37238,7,0
59,21,670229,115,4416
90,30,124269,234,3306
73,16,45531,9,0
88,41,493351,83,347
76,43,52562,10,0
29,24,48848,8,0
14,4,40517,11,0
33,10,53205,8,0
97,42,42354,19,0
63,54,356734,70,281
99,56,44844,8,0
25,7,503555,84,410
21,7,475050,170,374
100,1,3260288,776,3646
67,38,42548,9,0
60,8,45781,8,0
93,63,42538,7,0
52,19,504511,141,425
79,29,42007,9,0
51,43,380546,89,284
66,62,48366,8,0
56,50,380438,78,660
76,45,43285,8,0
85,34,157497,32,650
74,13,49931,11,0
55,10,425124,137,391
90,67,48643,9,0
22,19,368248,90,275
81,16,49811,12,0
95,49,46216,9,0
84,17,256334,52,202
73,9,50360,8,0
79,23,46724,9,0
23,13,481171,91,416
57,1,69728,8,0
66,14,81969,9,0
78,70,472752,83,2770
86,1,41315,10,0
59,40,306367,78,2440
43,18,49079,8,0
39,15,43510,9,0
90,16,91700,17,39
94,74,58418,9,0
82,60,458016,113,4236
78,21,48822,8,0
95,51,41199,8,0
93,26,44338,8,0
92,73,44417,8,0
67,55,50080,8,0
78,23,58942,11,0
36,8,193303,37,111
64,13,856302,154,1049
95,70,52982,8,0
86,27,146441,23,76
47,1,45636,11,0
21,12,92168,18,39
33,32,45939,10,0
54,53,676389,137,1212
70,17,45866,8,0
94,81,64004,8,0
83,72,343967,57,238
82,27,680031,120,689
81,38,61270,8,0
81,70,47895,10,0
54,44,336408,61,249
35,8,44910,9,0
15,5,363733,73,280
80,31,47730,9,0
99,51,51381,7,0
48,6,43000,8,0
79,25,45858,7,0
91,14,61462,9,0
97,86,50685,13,0
87,77,998665,163,912
92,53,44450,8,0
63,5,49774,8,0
55,13,649041,301,625
49,35,44444,11,0
86,33,436217,114,1099
71,48,45365,8,0
99,90,38007,8,0
48,46,142009,23,80
48,11,43758,9,0
14,3,578434,107,1997
65,19,45473,6,0
35,6,47317,9,0
90,87,46128,8,0
48,43,500108,103,383
71,45,69256,9,0
36,4,143357,24,77
12,9,374970,70,296
32,20,45261,7,0
78,41,45499,9,0
84,73,320264,55,216
16,14,369281,84,275
22,18,44999,8,0
35,14,47065,9,0
93,76,36441,8,0
99,37,52684,8,0
84,34,203184,33,1877
62,47,507579,88,740
87,29,935375,191,4270
63,23,500173,100,592
64,63,594910,108,783
68,50,48259,7,0
90,41,41040,7,0
79,44,37032,8,0
81,9,57891,10,0
77,59,46234,8,0
89,37,49754,11,0
95,88,45857,8,0
70,20,51359,9,0
84,38,310756,60,281
91,8,52522,5,0
76,44,44980,9,0
91,28,54086,11,0
37,25,521533,103,496
95,24,46664,8,0
85,67,44967,10,0
15,2,47344,22,0
74,54,176146,34,113
73,72,49145,8,0
74,1,47530,14,0
9,3,90232,17,40
98,34,48655,8,0
65,23,336905,66,242
63,47,352471,67,316
60,52,248634,40,624
26,23,460746,82,331
75,45,122422,8,0
28,18,53015,11,0
81,28,51284,9,0
39,37,49814,9,0
54,16,379086,69,262
81,49,50716,14,0
100,66,40826,7,0
78,69,196106,43,530
58,15,444277,78,594
88,74,564879,132,597
81,7,48245,8,0
52,1,41473,12,0
27,11,416835,81,321
35,10,95339,16,40
80,5,47262,8,0
50,26,39237,8,0
88,79,414721,68,274
64,22,48170,9,0
73,29,45740,8,0
94,53,44127,7,0
73,1,50457,9,0
49,1,56263,9,0
72,20,47153,12,0
64,14,422648,104,4831
54,10,380714,78,279
90,51,45492,7,0
31,16,46004,8,0
80,45,137698,23,41
67,23,56368,9,0
41,21,47263,7,0
70,45,48495,10,0
38,6,44390,10,0
93,38,45882,8,0
98,84,48923,10,0
93,72,52657,8,0
75,24,48027,7,0
72,33,41707,9,0
81,35,44464,9,0
95,77,49601,20,0
97,33,39571,7,0
90,81,50418,8,0
57,52,464847,157,646
77,64,71464,8,0
51,2,46634,8,0
60,50,96462,20,34
48,1,48292,8,0
92,23,41862,8,0
96,89,42030,7,0
60,40,1293936,183,2484
83,61,215222,34,148
73,52,49266,8,0
11,2,44537,8,0
99,66,51491,11,0
45,13,41106,8,0
97,82,48994,8,0
92,29,48368,10,0
97,11,36146,8,0
56,12,46110,8,0
59,31,864339,113,8390
42,41,51078,9,0
93,67,45939,8,0
82,64,44848,9,0
71,41,92666,8,0
80,69,742557,130,1182
87,59,369672,68,299
53,4,44364,8,0
88,48,351510,60,264
20,10,356479,74,492
57,35,410172,87,2092
92,15,47969,8,0
71,53,42588,8,0
85,55,108696,18,44
47,9,576582,136,455
84,43,557544,115,1568
40,9,45511,8,0
66,35,48772,8,0
77,30,41387,8,0
96,69,45427,7,0
76,58,53697,9,0
69,15,54873,10,0
67,46,43299,9,0
75,50,195311,9,0
60,2,44995,8,0
83,20,630413,122,768
95,7,50628,10,0
37,34,53293,31,0
55,43,375438,76,284
72,49,45628,8,0
69,62,78550,9,0
16,2,94350,18,37
97,95,47094,8,0
92,60,43300,10,0
99,9,39446,10,0
36,1,304757,58,212
78,1,108038,16,43
99,41,40186,9,0
68,54,47242,8,0
53,8,285274,53,193
33,18,94272,19,37
89,53,47856,8,0
35,26,49360,7,0
60,11,742491,729,3041
66,55,41142,9,0
61,55,429881,83,604
73,55,405763,8,0
66,56,46939,8,0
44,33,42748,11,0
58,53,531012,113,592
50,39,39869,9,0
40,10,50393,25,0
90,64,35852,8,0
91,5,58681,8,0
89,79,315938,59,185
95,55,42529,7,0
67,22,39208,9,0
81,54,46203,8,0
56,27,416024,70,2197
55,46,451997,75,2453
52,13,370583,60,245
63,26,45196,10,0
83,81,474488,82,348
68,61,50692,8,0
92,83,39498,7,0
51,24,519906,109,408
59,39,1126460,189,2441
37,32,44714,10,0
95,52,114727,18,40
26,2,85486,22,39
97,78,46770,8,0
69,63,48095,9,0
93,18,44323,8,0
74,24,46219,8,0
100,67,39522,8,0
89,65,101701,19,260
98,12,42336,7,0
90,58,37505,7,0
53,48,95575,15,45
89,13,56248,8,0
77,50,62369,10,0
25,18,300883,56,744
49,10,101984,13,35
52,18,461805,123,397
69,32,42393,10,0
91,32,44929,10,0
70,51,54029,8,0
21,1,47352,9,0
71,37,80324,9,0
74,46,42275,9,0
81,3,40599,8,0
54,48,410050,79,891
98,61,45726,8,0
99,24,59201,10,0
50,30,47728,8,0
34,3,50137,9,0
88,60,363436,69,1195
61,47,673611,121,503
79,47,42403,8,0
91,52,46513,8,0
65,48,739565,1728,1933
71,17,44310,8,0
98,87,43904,8,0
95,73,49094,11,0
85,57,99805,15,38
55,23,564415,102,2372
46,25,47848,9,0
83,27,449736,95,494
54,21,401408,79,237
95,9,41460,10,0
93,40,43911,7,0
91,42,56469,8,0
94,43,49473,9,0
67,13,501995,95,1062
79,58,45444,8,0
94,60,53631,9,0
63,9,333324,444,493
75,19,48657,9,0
61,45,443852,82,546
58,16,340396,87,512
94,72,39215,9,0
63,13,419952,73,476
85,7,56881,8,0
84,52,379461,111,4343
69,36,55289,8,0
69,23,53278,8,0
93,11,49130,8,0
99,88,41691,7,0
96,41,48269,8,0
12,7,263369,54,218
92,54,46644,5,0
53,36,352919,74,389
52,42,96474,16,55
63,51,357958,67,293
30,16,48902,8,0
100,49,700975,131,4206
81,61,74920,11,0
98,6,43395,9,0
29,9,90938,15,36
24,16,373849,70,275
39,38,47026,5,0
92,31,43029,8,0
71,57,42012,9,0
52,35,284616,54,203
95,10,48968,8,0
72,6,47852,9,0
78,28,51241,10,0
19,16,444642,87,298
73,8,52337,7,0
37,36,266779,50,204
99,27,53879,11,0
47,12,217269,42,159
87,1,50801,9,0
84,69,317435,57,275
96,72,52933,7,0
16,13,89005,17,39
38,16,40715,8,0
15,13,457869,94,1814
82,51,292280,62,1146
75,42,75328,11,0
56,28,136549,25,83
52,14,456387,116,366
56,47,422447,85,1263
65,36,151138,40,90
78,55,44825,9,0
41,25,45918,9,0
39,4,50885,8,0
42,9,93072,21,41
98,79,50232,8,0
70,67,50284,8,0
61,24,46962,8,0
60,17,250151,46,1872
80,12,50442,9,0
51,12,315148,61,230
60,31,311566,57,498
50,5,43560,9,0
97,50,94705,22,0
67,65,47141,9,0
90,6,37011,10,0
68,5,45879,8,0
47,26,457525,103,358
21,11,515677,104,507
40,32,53758,9,0
98,60,40214,8,0
59,3,452419,48,4512
64,39,351299,71,652
98,21,55399,8,0
65,42,549021,93,1522
96,26,41455,9,0
73,32,46663,9,0
91,7,45121,8,0
83,82,514699,103,574
62,46,505331,113,343
78,7,45216,10,0
68,21,47984,8,0
86,84,220361,75,1620
71,39,55319,8,0
62,35,1057949,219,1137
62,59,548284,89,324
24,12,385300,68,375
100,32,44384,8,0
32,26,50872,5,0
32,6,40425,9,0
94,28,42455,8,0
76,70,47129,7,0
65,53,46950,8,0
80,63,48707,6,0
98,9,42221,10,0
60,51,648154,95,1672
23,9,42170,8,0
98,75,47332,9,0
90,24,36669,10,0
90,76,53965,8,0
78,2,40931,10,0
34,11,42290,8,0
58,55,311397,64,1194
89,76,148458,26,139
78,59,46984,8,0
84,81,306203,71,272
99,92,43487,7,0
55,16,384499,75,283
91,13,43195,7,0
97,75,41094,8,0
80,22,45463,8,0
94,38,42082,10,0
79,12,96163,41,40
60,14,585986,121,1598
72,10,54933,8,0
91,22,43075,9,0
95,43,39764,11,0
42,13,82730,16,40
90,26,75537,8,0
92,70,46486,7,0
17,3,220768,45,146
14,1,47167,9,0
90,48,44947,8,0
8,1,45443,10,0
96,14,44598,12,0
69,55,47242,8,0
96,46,45027,7,0
71,68,46203,8,0
79,60,48544,8,0
47,29,563854,100,818
91,76,49109,9,0
68,34,42855,9,0
51,34,371887,68,278
48,25,47915,9,0
97,24,45649,8,0
96,73,52789,7,0
93,77,44723,6,0
67,50,44154,10,0
94,57,52844,8,0
56,34,528926,96,560
55,32,426712,148,5229
76,67,45075,7,0
61,26,348973,61,231
31,28,43331,8,0
57,18,286707,55,309
57,20,246187,37,147
70,14,53326,9,0
73,70,40023,8,0
85,80,392559,86,649
61,39,182882,34,3234
71,46,46373,8,0
48,32,141228,27,71
20,8,302377,64,1290
99,96,1025698,200,833
78,20,47009,9,0
92,56,56713,9,0
74,68,418887,87,456
30,20,40734,9,0
57,37,346726,77,361
88,85,418556,69,349
91,39,48334,11,0
11,3,196213,38,126
98,45,52450,7,0
72,13,50704,9,0
87,70,506661,115,2639
70,24,49006,12,0
53,28,815634,163,879
35,7,86702,18,38
94,24,58365,7,0
81,27,54283,8,0
95,48,47291,8,0
61,17,41486,8,0
92,67,622684,121,495
77,36,47236,9,0
84,15,459615,101,838
76,27,46369,9,0
59,49,240039,31,417
10,8,221329,47,148
93,19,38676,8,0
75,62,48402,9,0
55,11,46668,8,0
86,12,633176,109,1116
36,11,48430,9,0
10,7,321629,58,249
76,18,52191,9,0
47,3,618862,114,509
86,75,680669,121,778
66,24,48160,9,0
20,11,91594,17,36
19,8,44377,8,0
53,51,373217,74,563
74,57,367077,78,306
36,10,48533,8,0
45,12,42609,8,0
99,32,47294,8,0
70,52,52465,9,0
54,51,444966,77,796
58,49,47428,7,0
26,13,331009,57,231
83,5,339037,86,264
73,26,54950,7,0
68,43,46320,9,0
83,49,679752,159,9418
13,9,388920,71,1452
96,6,48837,7,0
64,38,350068,71,269
75,64,109468,7,0
76,14,41852,8,0
93,27,42197,8,0
68,27,58489,8,0
46,15,41131,9,0
79,8,335612,68,306
96,66,42468,8,0
69,12,46044,10,0
95,91,45451,8,0
39,2,39511,7,0
68,51,92844,19,54
41,29,45909,9,0
72,19,49643,9,0
95,18,54504,8,0
99,71,49592,8,0
44,26,92046,19,39
75,73,44312,8,0
92,28,57853,11,0
44,37,441930,83,637
67,11,309209,73,257
10,4,181067,35,117
49,27,47169,9,0
100,38,44356,11,0
72,62,278795,53,198
100,44,46128,7,0
98,33,45979,10,0
56,23,351610,70,339
6,5,263283,51,206
97,55,45959,8,0
52,23,331659,99,349
82,77,46040,8,0
83,58,56820,8,0
69,48,44712,8,0
35,22,40902,8,0
46,16,40656,9,0
74,3,48484,13,0
38,11,46627,9,0
64,61,340811,62,252
85,13,219209,52,3705
97,5,42647,7,0
56,53,273474,50,211
65,14,103394,16,62
79,14,391946,100,1246
41,10,45353,10,0
16,7,51773,8,0
100,20,37824,8,0
78,4,42081,8,0
41,38,53933,8,0
70,42,42988,10,0
89,16,45748,8,0
86,54,319899,58,432
57,45,362201,67,1190
42,18,827865,145,635
74,63,319289,65,232
43,8,306389,83,229
65,29,43725,8,0
90,44,58981,7,0
66,20,49094,8,0
48,41,711099,139,527
22,13,562099,112,775
98,36,42891,13,0
82,29,833537,249,9107
86,72,506998,80,446
57,29,685781,126,1696
78,35,42448,9,0
91,72,46622,9,0
98,96,47524,8,0
74,14,48786,11,0
62,7,350472,59,254
60,21,262695,47,219
94,52,66214,9,0
31,13,48376,8,0
94,33,39029,7,0
34,15,48287,7,0
37,7,50615,8,0
63,31,361475,96,316
32,18,50262,7,0
87,53,402968,70,368
59,10,639947,99,579
99,73,54453,10,0
44,42,49774,7,0
90,21,83123,17,36
47,18,43101,9,0
81,6,39756,12,0
65,58,47149,10,0
5,1,42961,8,0
43,22,553962,215,1021
72,2,47134,9,0
93,42,45164,8,0
93,9,47696,8,0
46,27,40116,9,0
74,52,356792,70,619
12,5,189428,36,133
75,53,54313,8,0
60,39,321470,57,998
33,27,56742,9,0
65,52,44695,7,0
81,50,75216,9,0
50,37,43126,8,0
99,89,36508,7,0
90,68,48121,8,0
79,6,490951,224,1205
75,16,45800,9,0
81,18,48084,9,0
82,53,347294,61,712
9,5,275166,47,222
20,2,45592,8,0
37,5,51525,7,0
93,3,47119,9,0
98,8,44834,7,0
56,26,419353,77,374
57,26,617149,186,617
56,3,340012,66,784
76,53,50015,9,0
38,31,42377,9,0
86,56,465618,94,385
73,25,41453,8,0
82,50,438891,83,1371
39,27,44130,9,0
79,48,46064,10,0
45,37,42197,8,0
44,1,39093,10,0
64,33,305011,57,234
99,36,48929,27,0
36,24,48123,13,0
87,7,363862,63,229
64,19,343843,48,210
87,57,378188,118,422
93,65,116637,17,51
39,31,35907,10,0
82,20,448484,82,575
93,45,43962,10,0
78,72,149135,45,855
54,42,885557,164,659
50,2,44833,9,0
95,74,57256,8,0
75,17,47084,7,0
56,22,355052,85,272
53,22,264119,50,205
72,50,101355,15,38
65,49,333979,55,433
52,46,47569,9,0
67,54,40117,8,0
15,8,48957,8,0
4,3,279049,55,192
98,59,51420,8,0
76,36,46042,9,0
86,78,46706,9,0
77,4,135193,27,200
75,18,47499,9,0
62,37,243601,52,127
90,56,44831,7,0
43,16,50178,7,0
48,14,567748,119,531
52,12,140082,26,86
82,76,216371,49,155
99,81,47576,9,0
77,75,44479,10,0
47,28,258839,54,205
30,21,48161,7,0
99,13,45172,8,0
79,33,48887,9,0
85,43,390702,68,281
62,39,222041,37,112
72,34,55669,9,0
65,28,329493,56,228
68,10,51510,9,0
35,28,51799,8,0
51,27,521112,114,526
55,38,392662,77,1046
59,33,745443,102,2770
76,20,53798,9,0
30,13,65839,8,0
88,2,43492,7,0
78,77,527986,96,1029
97,69,52045,8,0
73,61,46419,12,0
92,9,52937,6,0
91,2,43816,7,0
99,53,51666,7,0
81,29,42085,10,0
94,76,42464,13,0
63,40,275818,52,200
57,31,91888,20,34
78,31,46972,10,0
94,66,43547,6,0
53,43,456079,93,611
76,47,40979,9,0
34,23,50753,8,0
82,25,583792,103,450
99,78,36809,10,0
75,14,47274,8,0
16,4,168388,53,123
35,23,39037,9,0
64,41,353646,67,264
60,56,278808,20,170
96,58,47959,9,0
56,25,424073,73,483
77,76,48531,10,0
85,73,931864,187,3574
69,3,46003,7,0
62,14,369939,105,330
60,16,243910,111,558
95,2,54120,9,0
82,23,321303,76,284
65,55,501936,95,529
49,34,50733,8,0
28,27,43736,10,0
60,35,394721,64,318
25,15,404163,69,1011
67,29,47250,10,0
25,3,385894,65,255
95,40,42230,9,0
91,54,44116,9,0
77,41,45071,7,0
84,12,297955,60,577
100,26,79607,16,512
87,46,431525,72,324
81,74,49150,9,0
55,22,341162,65,309
87,48,381664,68,341
34,18,153835,25,101
56,32,494707,95,1298
60,58,522289,84,64760
49,11,42923,9,0
95,62,43844,8,0
61,22,393419,74,287
84,49,53502,8,0
36,33,39462,8,0
69,10,61388,11,0
96,74,55056,7,0
94,22,42262,7,0
98,85,52238,8,0
82,61,578987,389,1987
84,50,234493,50,575
17,6,45648,11,0
92,59,48206,8,0
73,50,42551,10,0
87,12,413492,85,363
76,71,91987,18,40
82,30,46045,9,0
81,72,42215,11,0
87,51,283170,50,232
76,23,47767,8,0
38,22,38143,9,0
21,20,479677,96,383
95,6,59125,11,0
85,3,58286,8,0
64,59,380363,88,274
99,4,50428,8,0
31,1,182181,37,124
71,21,45620,8,0
78,26,45902,10,0
88,28,137465,15,36
85,61,412457,71,305
89,51,40909,8,0
74,70,373053,66,261
22,14,612710,113,442
38,4,45812,8,0
100,68,38203,8,0
89,35,43161,10,0
84,46,353609,56,1154
53,23,471017,99,586
78,43,44822,8,0
49,4,54150,8,0
86,74,453310,127,1724
100,14,47987,8,0
36,26,52144,8,0
17,15,269032,55,187
86,82,569057,227,1196
54,46,341489,72,376
16,11,45755,9,0
29,10,125049,29,81
77,56,44456,8,0
93,53,57708,7,0
94,46,38445,8,0
65,4,91682,17,43
97,1,44513,10,0
74,49,41536,8,0
93,34,38230,8,0
92,14,53125,9,0
79,35,50064,12,0
76,22,47335,8,0
57,50,310676,65,253
53,3,139750,25,111
88,30,352636,62,314
66,25,49685,8,0
100,76,47513,7,0
53,24,663687,120,738
51,1,57614,7,0
50,10,47745,8,0
87,86,198112,33,111
67,66,57046,8,0
95,64,58462,8,0
94,85,46223,8,0
68,16,52752,16,0
28,8,45165,8,0
38,13,49550,7,0
18,2,60339,8,0
93,56,48017,8,0
93,13,49424,10,0
29,13,45632,8,0
47,11,171120,40,414
100,97,39614,26,0
75,30,56117,8,0
38,21,48829,8,0
93,71,50024,7,0
90,85,51585,7,0
98,62,46956,11,0
72,5,52452,7,0
87,25,427133,171,422
97,41,44209,8,0
82,73,45902,8,0
64,12,260279,46,157
52,32,386652,72,329
50,6,49415,7,0
67,3,459780,457,1210
63,19,356452,105,292
100,34,42534,9,0
78,6,36169,8,0
75,34,47125,9,0
56,4,45389,10,0
47,10,40820,9,0
66,1,43007,8,0
46,23,48985,7,0
36,9,40986,9,0
37,28,46756,8,0
73,2,54138,7,0
93,44,43709,7,0
71,44,52806,9,0
97,39,46117,6,0
58,37,457613,84,1175
88,35,898040,164,1186
67,49,50380,8,0
77,67,77702,9,0
37,29,55625,8,0
96,77,50724,8,0
88,17,393144,65,301
61,40,685310,215,1275
44,10,54146,5,0
88,59,358600,107,486
55,1,41976,8,0
78,27,48717,9,0
86,65,332448,85,1389
62,51,586330,188,713
75,52,44380,10,0
25,17,403479,76,819
44,11,47214,8,0
37,4,52358,8,0
79,20,50402,8,0
86,31,290814,59,426
59,37,1999800,879,9405
47,20,462995,89,330
46,7,133948,24,72
85,70,244820,41,156
61,1,53902,9,0
91,4,64604,8,0
81,46,44935,9,0
28,20,46037,35,0
90,22,469696,98,749
94,40,48334,9,0
13,11,399869,77,664
91,81,49165,7,0
98,70,46255,8,0
68,39,47629,7,0
70,25,49058,8,0
97,2,64903,8,0
74,58,370735,103,390
66,23,51145,8,0
38,37,49066,9,0
43,34,621774,113,493
92,45,51838,26,0
75,8,44292,9,0
96,75,48784,9,0
92,13,60868,8,0
16,1,94808,18,37
85,83,195315,41,1570
25,4,43740,8,0
17,4,42498,9,0
64,18,616188,138,906
86,6,99511,18,43
71,25,45562,8,0
62,19,445496,132,415
59,12,160335,18,44
98,55,49535,8,0
75,66,44850,10,0
78,45,48424,8,0
50,7,46157,9,0
45,30,49174,8,0
97,68,49795,8,0
14,8,90004,9,0
97,48,55323,8,0
95,28,55118,8,0
14,11,157886,26,95
96,13,46386,8,0
67,6,359066,62,241
62,5,306799,60,231
70,21,42706,8,0
99,23,54549,10,0
76,30,44871,8,0
25,11,281668,47,199
34,14,43857,8,0
96,25,53719,8,0
60,28,58730,8,0
71,60,49845,9,0
95,31,44934,10,0
89,84,187219,34,110
81,62,79460,8,0
41,6,45518,8,0
19,17,282055,54,187
40,12,47536,7,0
67,16,418833,84,261
73,35,43276,9,0
68,12,63661,8,0
79,61,43587,12,0
56,30,324848,62,385
54,34,585127,114,672
100,59,40930,7,0
80,76,147004,26,75
47,6,42971,9,0
28,16,48032,9,0
69,53,46998,8,0
88,20,179499,31,114
68,58,46042,9,0
86,39,469976,141,1263
11,7,365779,72,281
76,68,48241,8,0
97,87,364442,52,12946
78,51,47334,9,0
95,11,42186,22,0
77,10,38467,10,0
73,18,94186,18,90
36,3,49653,10,0
30,25,48141,9,0
60,54,493753,98,187
76,51,59493,9,0
92,19,48475,8,0
69,40,53557,8,0
88,18,570798,101,438
58,54,593501,102,965
77,35,43262,9,0
94,93,44918,8,0
89,20,41047,9,0
58,46,426943,68,294
72,31,43768,8,0
81,4,50494,8,0
51,18,432715,82,321
85,40,48257,8,0
28,9,47172,8,0
96,82,74838,17,88
56,19,418572,94,406
99,87,48358,7,0
66,52,38592,8,0
31,7,139813,28,75
59,35,256269,14,91
99,59,47857,9,0
80,54,834984,188,1425
74,21,44004,6,0
70,62,54896,9,0
97,19,40118,9,0
98,50,59138,10,0
89,7,54248,8,0
94,1,89514,8,0
97,80,43956,8,0
85,44,448466,75,289
95,67,75477,8,0
96,87,48311,5,0
74,50,86659,16,39
64,44,363568,82,277
66,13,43963,22,0
70,58,53655,8,0
70,60,47988,9,0
41,35,43732,9,0
72,71,457194,90,421
65,2,44851,8,0
38,17,46345,8,0
49,18,45319,9,0
87,60,406445,77,444
37,12,54335,9,0
37,17,42417,8,0
93,46,62468,7,0
66,44,48332,8,0
74,60,689381,126,743
75,60,47107,9,0
61,30,215457,32,105
72,35,45012,9,0
43,17,49994,9,0
52,48,326573,59,248
74,6,51022,9,0
36,5,266670,55,199
55,40,395175,111,290
70,4,39596,11,0
86,5,235957,43,155
49,16,44683,10,0
77,74,51621,11,0
47,13,538132,95,417
80,60,684324,119,747
26,16,547141,99,421
35,13,45410,8,0
71,34,44764,8,0
29,7,235348,46,1213
77,13,40569,11,0
47,15,697154,129,536
35,29,55620,8,0
56,36,53138,9,0
62,52,289626,50,356
66,19,40549,9,0
71,58,55615,9,0
90,38,41090,8,0
95,69,55310,6,0
57,39,291023,61,430
70,43,46889,10,0
90,89,40308,8,0
69,46,49753,8,0
88,61,366513,72,343
99,1,44695,8,0
100,11,41805,9,0
80,58,724335,150,2990
64,46,313886,60,217
69,25,48096,9,0
56,7,283867,171,465
28,11,47062,8,0
69,29,46785,8,0
62,41,199962,36,505
62,42,390085,68,464
46,6,51639,8,0
83,73,363117,63,467
33,31,45435,9,0
84,4,135435,27,78
20,17,440780,88,361
85,22,563218,91,539
91,35,44373,9,0
76,63,96197,22,42
70,9,105804,94,45
89,23,43672,10,0
29,12,46242,8,0
28,5,46728,7,0
29,5,47728,8,0
71,23,45035,8,0
73,4,66943,9,0
76,38,51207,7,0
84,72,418088,91,316
72,12,48500,8,0
93,92,61868,7,0
51,40,769794,155,696
31,4,47111,6,0
42,25,526652,102,423
88,14,287528,37,568
23,18,388355,70,782
67,31,52021,8,0
98,56,41440,8,0
59,16,278290,43,487
96,9,44577,9,0
89,88,331411,70,1298
70,40,45955,11,0
100,96,45262,7,0
76,74,40370,6,0
90,84,40390,9,0
98,7,46418,8,0
77,40,48187,8,0
22,20,390064,67,298
76,62,47688,8,0
83,35,554830,123,760
89,82,130705,24,73
74,5,82404,9,0
89,8,61226,10,0
67,51,51457,8,0
52,36,305921,59,235
21,14,553076,103,445
98,17,49962,7,0
40,34,46887,8,0
81,17,44755,8,0
58,48,470194,103,375
29,3,44007,8,0
69,22,55560,11,0
30,24,47685,7,0
68,1,45299,8,0
38,33,46838,9,0
56,13,145450,25,343
100,47,40567,9,0
36,22,93500,19,63
64,43,301574,73,237
65,40,46570,9,0
74,4,47736,8,0
76,19,48008,10,0
88,62,375038,71,296
15,10,47722,8,0
75,31,56966,9,0
36,32,47567,8,0
13,8,46573,9,0
29,15,43388,8,0
86,45,944184,378,1213
97,46,48239,7,0
28,6,51212,10,0
31,30,42413,8,0
95,35,69446,8,0
61,20,334074,72,240
90,86,39954,9,0
48,30,129599,29,73
42,30,497442,99,454
76,24,42217,8,0
57,6,91336,22,39
78,53,45684,9,0
100,42,43592,8,0
85,9,53468,10,0
84,8,295433,117,1403
74,55,370597,81,366
39,36,52500,10,0
95,76,52262,8,0
89,14,37762,11,0
99,49,46895,7,0
44,3,95828,17,40
50,16,101724,17,38
20,12,402314,78,1079
30,17,47755,8,0
28,24,49075,8,0
76,65,147261,22,73
45,5,42906,5,0
34,6,49674,7,0
90,74,48451,7,0
72,69,380253,69,518
43,21,513912,89,373
51,50,43975,12,0
35,31,51187,8,0
95,53,47166,9,0
85,5,55322,9,0
94,30,46007,7,0
100,17,52972,8,0
83,41,360420,68,259
30,7,45992,8,0
88,78,608107,104,475
84,21,320932,62,233
89,43,51279,10,0
18,13,378037,92,252
53,1,44526,11,0
36,20,49495,7,0
86,58,285742,53,225
39,32,43425,9,0
77,42,47489,8,0
66,5,43933,12,0
57,43,670057,119,1187
52,22,428653,89,325
16,5,260577,58,193
71,14,62911,8,0
99,19,63832,9,0
100,83,49539,8,0
87,54,297072,50,302
34,32,45269,8,0
38,24,85795,28,35
79,70,77232,9,0
91,10,50238,8,0
88,8,140231,21,71
90,82,49553,8,0
36,31,40849,10,0
26,15,368432,71,260
97,4,45476,8,0
61,18,630130,128,1392
84,35,227120,43,156
